Year,State,Continuum of Care (CoC),CoC Name,CoC Award Amount,,,,,,
2016,SD,South Dakota Statewide CoC,SD-500,1264095,,,,,,
2016,TN,Chattanooga/Southeast Tennessee CoC,TN-500,2589462,,,,,,
2016,TN,Memphis/Shelby County CoC,TN-501,6706950,,,,,,
2016,TN,Knoxville/Knox County CoC,TN-502,1390506,,,,,,
2016,TN,Central Tennessee CoC,TN-503,1816073,,,,,,
2016,TN,Nashville-Davidson County CoC,TN-504,3234117,,,,,,
2016,TN,Upper Cumberland CoC,TN-506,780613,,,,,,
2016,TN,Jackson/West Tennessee CoC,TN-507,1546745,,,,,,
2016,TN,Appalachian Regional CoC,TN-509,1528834,,,,,,
2016,TN,Murfreesboro/Rutherford County CoC,TN-510,525674,,,,,,
2016,TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",TN-512,492136,,,,,,
2016,TX,San Antonio/Bexar County CoC,TX-500,8654457,,,,,,
2016,TX,Austin/Travis County CoC,TX-503,5686658,,,,,,
2016,TX,"Dallas City & County, Irving CoC",TX-600,15979190,,,,,,
2016,TX,"Fort Worth, Arlington/Tarrant County CoC",TX-601,11323933,,,,,,
2016,TX,El Paso City & County CoC,TX-603,2763916,,,,,,
2016,TX,Waco/McLennan County CoC,TX-604,988312,,,,,,
2016,TX,Texas Balance of State CoC,TX-607,6499737,,,,,,
2016,TX,Amarillo CoC,TX-611,595303,,,,,,
2016,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",TX-624,301888,,,,,,
2016,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",TX-700,33233058,,,,,,
2016,TX,"Bryan, College Station/Brazos Valley CoC",TX-701,288891,,,,,,
2016,UT,Salt Lake City & County CoC,UT-500,7291633,,,,,,
2016,UT,Utah Balance of State CoC,UT-503,1819427,,,,,,
2016,UT,Provo/Mountainland CoC,UT-504,978525,,,,,,
2016,VA,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",VA-500,4346322,,,,,,
2016,VA,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",VA-501,3903688,,,,,,
2016,VA,"Roanoke City & County, Salem CoC",VA-502,835191,,,,,,
2016,VA,Virginia Beach CoC,VA-503,1401011,,,,,,
2016,VA,Charlottesville CoC,VA-504,364572,,,,,,
2016,VA,"Newport News, Hampton/Virginia Peninsula CoC",VA-505,2017216,,,,,,
2016,VA,Portsmouth CoC,VA-507,1204885,,,,,,
2016,VA,Lynchburg CoC,VA-508,359813,,,,,,
2016,VA,"Harrisburg, Winchester/Western Virginia CoC",VA-513,361353,,,,,,
2016,VA,"Fredericksburg/Spotsylvania, Stafford Counties CoC",VA-514,273731,,,,,,
2016,VA,Virginia Balance of State CoC,VA-521,891945,,,,,,
2016,VA,Arlington County CoC,VA-600,2539044,,,,,,
2016,VA,Fairfax County CoC,VA-601,8421041,,,,,,
2016,VA,Loudoun County CoC,VA-602,167480,,,,,,
2016,VA,Alexandria CoC,VA-603,808196,,,,,,
2016,VA,Prince William County CoC,VA-604,564657,,,,,,
2016,VI,Virgin Islands CoC,VI-500,107651,,,,,,
2016,VT,Vermont Balance of State CoC,VT-500,3335037,,,,,,
2016,VT,Burlington/Chittenden County CoC,VT-501,1143175,,,,,,
2016,WA,Seattle/King County CoC,WA-500,34457083,,,,,,
2016,WA,Washington Balance of State CoC,WA-501,6373115,,,,,,
2016,WA,Spokane City & County CoC,WA-502,3776210,,,,,,
2016,WA,"Tacoma, Lakewood/Pierce County CoC",WA-503,3303548,,,,,,
2016,WA,Everett/Snohomish County CoC,WA-504,7982600,,,,,,
2016,WA,Yakima City & County CoC,WA-507,503296,,,,,,
2016,WA,Vancouver/Clark County CoC,WA-508,1738388,,,,,,
2016,WI,Wisconsin Balance of State CoC,WI-500,9101147,,,,,,
2016,WI,Milwaukee City & County CoC,WI-501,10453943,,,,,,
2016,WI,Racine City & County CoC,WI-502,874678,,,,,,
2016,WI,Madison/Dane County CoC,WI-503,3156593,,,,,,
2016,WV,"Wheeling, Weirton Area CoC",WV-500,413181,,,,,,
2016,WV,"Huntington/Cabell, Wayne Counties CoC",WV-501,2105300,,,,,,
2016,WV,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,1223910,,,,,,
2016,WV,West Virginia Balance of State CoC,WV-508,4018831,,,,,,
2016,WY,Wyoming Statewide CoC,WY-500,291611,,,,,,
2017,AK,Anchorage CoC,AK-500,2847097,,,,,,
2017,AK,Alaska Balance of State CoC,AK-501,776502,,,,,,
2017,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",AL-500,9109238,,,,,,
2017,AL,Mobile City & County/Baldwin County CoC,AL-501,3744586,,,,,,
2017,AL,Florence/Northwest Alabama CoC,AL-502,447309,,,,,,
2017,AL,Huntsville/North Alabama CoC,AL-503,650007,,,,,,
2017,AL,Montgomery City & County CoC,AL-504,1970964,,,,,,
2017,AL,Tuscaloosa City & County CoC,AL-506,211879,,,,,,
2017,AL,Alabama Balance of State CoC,AL-507,1104980,,,,,,
2017,AR,Little Rock/Central Arkansas CoC,AR-500,3107871,,,,,,
2017,AR,Fayetteville/Northwest Arkansas CoC,AR-501,345423,,,,,,
2017,AR,Arkansas  Balance of State  CoC,AR-503,401154,,,,,,
2017,AR,Southeast Arkansas CoC,AR-505,257589,,,,,,
2017,AR,Fort Smith CoC,AR-508,0,,,,,,
2017,AR," Boone, Baxter, Marion, Newton Counties CoC",AR-512,,,,,,,
2017,AZ,Arizona Balance of State CoC,AZ-500,3880375,,,,,,
2017,AZ,Tucson/Pima County CoC,AZ-501,8395741,,,,,,
2017,AZ,"Phoenix, Mesa/Maricopa County CoC",AZ-502,25129344,,,,,,
2017,CA,San Jose/Santa Clara City & County CoC,CA-500,21305510,,,,,,
2017,CA,San Francisco CoC,CA-501,40532368,,,,,,
2017,CA,"Oakland, Berkeley/Alameda County CoC",CA-502,34329783,,,,,,
2017,CA,Sacramento City & County CoC,CA-503,19599048,,,,,,
2017,CA,"Santa Rosa, Petaluma/Sonoma County CoC",CA-504,3222762,,,,,,
2017,CA,Richmond/Contra Costa County CoC,CA-505,14234434,,,,,,
2017,CA,"Salinas/Monterey, San Benito Counties CoC",CA-506,1802763,,,,,,
2017,CA,Marin County CoC,CA-507,4195529,,,,,,
2017,CA,Watsonville/Santa Cruz City & County CoC,CA-508,2556056,,,,,,
2017,CA,Mendocino County CoC,CA-509,1570243,,,,,,
2017,CA,"Turlock, Modesto/Stanislaus County CoC",CA-510,3135250,,,,,,
2017,CA,Stockton/San Joaquin County CoC,CA-511,4285672,,,,,,
2017,CA,Daly/San Mateo County CoC,CA-512,11280155,,,,,,
2017,CA,"Visalia/Kings, Tulare Counties CoC",CA-513,2257440,,,,,,
2017,CA,Fresno City & County/Madera County CoC,CA-514,9124064,,,,,,
2017,CA,"Roseville, Rocklin/Placer, Nevada Counties CoC",CA-515,1227123,,,,,,
2017,CA,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",CA-516,317347,,,,,,
2017,CA,Napa City & County CoC,CA-517,725047,,,,,,
2017,CA,Vallejo/Solano County CoC,CA-518,1247979,,,,,,
2017,CA,"Chico, Paradise/Butte County CoC",CA-519,542712,,,,,,
2017,CA,Merced City & County CoC,CA-520,712751,,,,,,
2017,CA,"Davis, Woodland/Yolo County CoC",CA-521,476153,,,,,,
2017,CA,Humboldt County CoC,CA-522,834362,,,,,,
2017,CA,"Colusa, Glenn, Trinity Counties CoC",CA-523,0,,,,,,
2017,CA,Yuba City & County/Sutter County CoC,CA-524,0,,,,,,
2017,CA,El Dorado County CoC,CA-525,9817,,,,,,
2017,CA,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",CA-526,301121,,,,,,
2017,CA,Tehama County CoC,CA-527,0,,,,,,
2017,CA,"Alpine, Inyo, Mono Counties CoC",CA-530,0,,,,,,
2017,CA,Nevada County CoC,CA-531,,,,,,,
2017,CA,Los Angeles City & County CoC,CA-600,108148295,,,,,,
2017,CA,San Diego City and County CoC,CA-601,19504303,,,,,,
2017,CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,22807570,,,,,,
2017,CA,Santa Maria/Santa Barbara County CoC,CA-603,1684716,,,,,,
2017,CA,Bakersfield/Kern County CoC,CA-604,5376223,,,,,,
2017,CA,Long Beach CoC,CA-606,7801973,,,,,,
2017,CA,Pasadena CoC,CA-607,3163253,,,,,,
2017,CA,Riverside City & County CoC,CA-608,9649536,,,,,,
2017,CA,San Bernardino City & County CoC,CA-609,10066156,,,,,,
2017,CA,"Oxnard, San Buenaventura/Ventura County CoC",CA-611,2189139,,,,,,
2017,CA,Glendale CoC,CA-612,2347395,,,,,,
2017,CA,Imperial County CoC,CA-613,161815,,,,,,
2017,CA,San Luis Obispo County CoC,CA-614,906615,,,,,,
2017,CO,Colorado Balance of State CoC,CO-500,2810881,,,,,,
2017,CO,Metropolitan Denver CoC,CO-503,24567573,,,,,,
2017,CO,Colorado Springs/El Paso County CoC,CO-504,2333697,,,,,,
2017,CT,"Bridgeport, Stamford, Norwalk/Fairfield County CoC",CT-503,10265112,,,,,,
2017,CT,Connecticut Balance of State CoC,CT-505,34305156,,,,,,
2017,DC,District of Columbia CoC,DC-500,21497405,,,,,,
2017,DE,Delaware Statewide CoC,DE-500,7723605,,,,,,
2017,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",FL-500,799101,,,,,,
2017,FL,Tampa/Hillsborough County CoC,FL-501,6129972,,,,,,
2017,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",FL-502,3957412,,,,,,
2017,FL,"Lakeland, Winterhaven/Polk County CoC",FL-503,1787775,,,,,,
2017,FL,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",FL-504,1305347,,,,,,
2017,FL,"Fort Walton Beach/Okaloosa, Walton Counties CoC",FL-505,605695,,,,,,
2017,FL,Tallahassee/Leon County CoC,FL-506,1291383,,,,,,
2017,FL,"Orlando/Orange, Osceola, Seminole Counties CoC",FL-507,7326489,,,,,,
2017,FL,"Gainesville/Alachua, Putnam Counties CoC",FL-508,662578,,,,,,
2017,FL,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",FL-509,1629149,,,,,,
2017,FL,"Jacksonville-Duval, Clay Counties CoC",FL-510,4337190,,,,,,
2017,FL,"Pensacola/Escambia, Santa Rosa Counties CoC",FL-511,707257,,,,,,
2017,FL,St. Johns County CoC,FL-512,121598,,,,,,
2017,FL,"Palm Bay, Melbourne/Brevard County CoC",FL-513,666117,,,,,,
2017,FL,Ocala/Marion County CoC,FL-514,245601,,,,,,
2017,FL,"Panama City/Bay, Jackson Counties CoC",FL-515,30765,,,,,,
2017,FL,"Hendry, Hardee, Highlands Counties CoC",FL-517,158206,,,,,,
2017,FL,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",FL-518,339388,,,,,,
2017,FL,Pasco County CoC,FL-519,839421,,,,,,
2017,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",FL-520,370361,,,,,,
2017,FL,Miami-Dade County CoC,FL-600,29811201,,,,,,
2017,FL,Ft Lauderdale/Broward County CoC,FL-601,9505090,,,,,,
2017,FL,Punta Gorda/Charlotte County CoC,FL-602,199572,,,,,,
2017,FL,"Ft Myers, Cape Coral/Lee County CoC",FL-603,1667288,,,,,,
2017,FL,Monroe County CoC,FL-604,479542,,,,,,
2017,FL,West Palm Beach/Palm Beach County CoC,FL-605,5203892,,,,,,
2017,FL,Naples/Collier County CoC,FL-606,286151,,,,,,
2017,GA,Atlanta CoC,GA-500,7041634,,,,,,
2017,GA,Georgia Balance of State CoC,GA-501,17416695,,,,,,
2017,GA,Fulton County CoC,GA-502,2495096,,,,,,
2017,GA,Athens-Clarke County CoC,GA-503,709605,,,,,,
2017,GA,Augusta-Richmond County CoC,GA-504,607258,,,,,,
2017,GA,Columbus-Muscogee/Russell County CoC,GA-505,1360522,,,,,,
2017,GA,Marietta/Cobb County CoC,GA-506,2123692,,,,,,
2017,GA,Savannah/Chatham County CoC,GA-507,3168106,,,,,,
2017,GA,DeKalb County CoC,GA-508,4866729,,,,,,
2017,GU,Guam CoC,GU-500,1054700,,,,,,
2017,HI,Hawaii Balance of State CoC,HI-500,2344347,,,,,,
2017,HI,Honolulu City and County CoC,HI-501,9080553,,,,,,
2017,IA,"Sioux City/Dakota, Woodbury Counties CoC",IA-500,722532,,,,,,
2017,IA,Iowa Balance of State CoC,IA-501,4745983,,,,,,
2017,IA,Des Moines/Polk County CoC,IA-502,3315621,,,,,,
2017,ID,Boise/Ada County CoC,ID-500,889887,,,,,,
2017,ID,Idaho Balance of State CoC,ID-501,2720641,,,,,,
2017,IL,McHenry County CoC,IL-500,927850,,,,,,
2017,IL,"Rockford/Winnebago, Boone Counties CoC",IL-501,1453190,,,,,,
2017,IL,"Waukegan, North Chicago/Lake County CoC",IL-502,2002113,,,,,,
2017,IL,"Champaign, Urbana, Rantoul/Champaign County CoC",IL-503,692843,,,,,,
2017,IL,Madison County CoC,IL-504,1814852,,,,,,
2017,IL,"Joliet, Bolingbrook/Will County CoC",IL-506,3966130,,,,,,
2017,IL,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",IL-507,1738227,,,,,,
2017,IL,"East St. Louis, Belleville/St. Clair County CoC",IL-508,3147676,,,,,,
2017,IL,Chicago CoC,IL-510,67054040,,,,,,
2017,IL,Cook County CoC,IL-511,11731317,,,,,,
2017,IL,Bloomington/Central Illinois CoC,IL-512,965449,,,,,,
2017,IL,Springfield/Sangamon County CoC,IL-513,415203,,,,,,
2017,IL,DuPage County CoC,IL-514,4526372,,,,,,
2017,IL,South Central Illinois CoC,IL-515,882109,,,,,,
2017,IL,Decatur/Macon County CoC,IL-516,767758,,,,,,
2017,IL,"Aurora, Elgin/Kane County CoC",IL-517,1718394,,,,,,
2017,IL,"Rock Island, Moline/Northwestern Illinois CoC",IL-518,902842,,,,,,
2017,IL,West Central Illinois CoC,IL-519,641558,,,,,,
2017,IL,Southern Illinois CoC,IL-520,813941,,,,,,
2017,IN,Indiana Balance of State CoC,IN-502,13545129,,,,,,
2017,IN,Indianapolis CoC,IN-503,5064847,,,,,,
2017,KS,Wichita/Sedgwick County CoC,KS-502,2501271,,,,,,
2017,KS,Topeka/Shawnee County CoC,KS-503,1883942,,,,,,
2017,KS,"Overland Park, Shawnee/Johnson County CoC",KS-505,684593,,,,,,
2017,KS,Kansas Balance of State CoC,KS-507,2502835,,,,,,
2017,KY,Kentucky Balance of State CoC,KY-500,8104329,,,,,,
2017,KY,Louisville-Jefferson County CoC,KY-501,9276354,,,,,,
2017,KY,Lexington-Fayette County CoC,KY-502,1446424,,,,,,
2017,LA,Lafayette/Acadiana CoC,LA-500,2540376,,,,,,
2017,LA,"Shreveport, Bossier/Northwest Louisiana CoC",LA-502,3925902,,,,,,
2017,LA,New Orleans/Jefferson Parish CoC,LA-503,18524402,,,,,,
2017,LA,Monroe/Northeast Louisiana CoC,LA-505,1609261,,,,,,
2017,LA,Slidell/Southeast Louisiana CoC,LA-506,2132851,,,,,,
2017,LA,Alexandria/Central Louisiana CoC,LA-507,716695,,,,,,
2017,LA,Louisiana Balance of State CoC,LA-509,16272579,,,,,,
2017,MA,Boston CoC,MA-500,25645902,,,,,,
2017,MA,Lynn CoC,MA-502,1793614,,,,,,
2017,MA,Cape Cod Islands CoC,MA-503,1598108,,,,,,
2017,MA,Springfield/Hampden County CoC,MA-504,3623415,,,,,,
2017,MA,New Bedford CoC,MA-505,1683752,,,,,,
2017,MA,Worcester City & County CoC,MA-506,6195279,,,,,,
2017,MA,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",MA-507,1660103,,,,,,
2017,MA,Lowell CoC,MA-508,804106,,,,,,
2017,MA,Cambridge CoC,MA-509,4322638,,,,,,
2017,MA,"Gloucester, Haverhill, Salem/Essex County CoC",MA-510,1758097,,,,,,
2017,MA,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",MA-511,5547318,,,,,,
2017,MA,Fall River CoC,MA-515,1743743,,,,,,
2017,MA,Massachusetts Balance of State CoC,MA-516,12430249,,,,,,
2017,MA,Somerville CoC,MA-517,1861279,,,,,,
2017,MA,"Attleboro, Taunton/Bristol County CoC",MA-519,785012,,,,,,
2017,MD,Cumberland/Allegany County CoC,MD-500,661652,,,,,,
2017,MD,Baltimore CoC,MD-501,20831889,,,,,,
2017,MD,Harford County CoC,MD-502,917958,,,,,,
2017,MD,Annapolis/Anne Arundel County CoC,MD-503,2353435,,,,,,
2017,MD,Howard County CoC,MD-504,768634,,,,,,
2017,MD,Baltimore County CoC,MD-505,2794107,,,,,,
2017,MD,Carroll County CoC,MD-506,394953,,,,,,
2017,MD,Cecil County CoC,MD-507,244872,,,,,,
2017,MD,"Charles, Calvert, St.Mary's Counties CoC",MD-508,2750403,,,,,,
2017,MD,Frederick City & County CoC,MD-509,581619,,,,,,
2017,MD,Garrett County CoC,MD-510,242699,,,,,,
2017,MD,Mid-Shore Regional CoC,MD-511,742947,,,,,,
2017,MD,Hagerstown/Washington County CoC,MD-512,480051,,,,,,
2017,MD,"Wicomico, Somerset, Worcester Counties CoC",MD-513,1213694,,,,,,
2017,MD,Prince George's County CoC,MD-600,5239911,,,,,,
2017,MD,Montgomery County CoC,MD-601,8762940,,,,,,
2017,ME,Maine Statewide CoC,ME-500,12583115,,,,,,
2017,MI,Michigan Balance of State CoC,MI-500,8832530,,,,,,
2017,MI,Detroit CoC,MI-501,25196727,,,,,,
2017,MI,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",MI-502,3702413,,,,,,
2017,MI,"St. Clair Shores, Warren/Macomb County CoC",MI-503,1180474,,,,,,
2017,MI,"Pontiac, Royal Oak/Oakland County CoC",MI-504,5868791,,,,,,
2017,MI,Flint/Genesee County CoC,MI-505,2008079,,,,,,
2017,MI,"Grand Rapids, Wyoming/Kent County CoC",MI-506,5517588,,,,,,
2017,MI,"Portage, Kalamazoo City & County CoC",MI-507,1644924,,,,,,
2017,MI,"Lansing, East Lansing/Ingham County CoC",MI-508,2427581,,,,,,
2017,MI,Washtenaw County CoC,MI-509,5588663,,,,,,
2017,MI,Saginaw City & County CoC,MI-510,1884846,,,,,,
2017,MI,Lenawee County CoC,MI-511,103011,,,,,,
2017,MI,"Grand Traverse, Antrim, Leelanau Counties CoC",MI-512,672325,,,,,,
2017,MI,"Marquette, Alger Counties CoC",MI-513,124049,,,,,,
2017,MI,Battle Creek/Calhoun County CoC,MI-514,297131,,,,,,
2017,MI,Monroe City & County CoC,MI-515,131448,,,,,,
2017,MI,"Norton Shores, Muskegon City & County CoC",MI-516,554978,,,,,,
2017,MI,Jackson City & County CoC,MI-517,825123,,,,,,
2017,MI,Livingston County CoC,MI-518,224593,,,,,,
2017,MI,Holland/Ottawa County CoC,MI-519,1017251,,,,,,
2017,MI,Eaton County CoC,MI-523,900050,,,,,,
2017,MN,Minneapolis/Hennepin County CoC,MN-500,12013665,,,,,,
2017,MN,Saint Paul/Ramsey County CoC,MN-501,7001581,,,,,,
2017,MN,Rochester/Southeast Minnesota CoC,MN-502,2134136,,,,,,
2017,MN,"Dakota, Anoka, Washington, Scott, Carver Counties ",MN-503,3819588,,,,,,
2017,MN,Northeast Minnesota CoC,MN-504,431158,,,,,,
2017,MN,St. Cloud/Central Minnesota CoC,MN-505,1348207,,,,,,
2017,MN,Northwest Minnesota CoC,MN-506,672592,,,,,,
2017,MN,Moorhead/West Central Minnesota CoC,MN-508,801583,,,,,,
2017,MN,Duluth/St.Louis County CoC,MN-509,2963567,,,,,,
2017,MN,Southwest Minnesota CoC,MN-511,969625,,,,,,
2017,MO,St. Louis County CoC,MO-500,1928309,,,,,,
2017,MO,St.Louis City CoC,MO-501,11487718,,,,,,
2017,MO,"St. Charles City & County, Lincoln, Warren Counties CoC",MO-503,334324,,,,,,
2017,MO,"Springfield/Greene, Christian, Webster Counties CoC",MO-600,950006,,,,,,
2017,MO,"Joplin/Jasper, Newton Counties CoC",MO-602,560852,,,,,,
2017,MO,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",MO-603,1239738,,,,,,
2017,MO,Kansas City/Independence/Lee's Summit/Jackson County CoC,MO-604M,13179385,,,,,,
2017,MO,Missouri Balance of State CoC,MO-606,4978996,,,,,,
2017,MP,Northern Mariana Islands CoC,MP-500,0,,,,,,
2017,MS,"Jackson/Rankin, Madison Counties CoC",MS-500,917234,,,,,,
2017,MS,Mississippi Balance of State CoC,MS-501,3120635,,,,,,
2017,MS,Gulf Port/Gulf Coast Regional CoC,MS-503,805392,,,,,,
2017,MT,Montana Statewide CoC,MT-500,2434677,,,,,,
2017,NC,Winston-Salem/Forsyth County CoC,NC-500,1956291,,,,,,
2017,NC,Asheville/Buncombe County CoC,NC-501,1254274,,,,,,
2017,NC,Durham City & County CoC,NC-502,1247410,,,,,,
2017,NC,North Carolina Balance of State CoC,NC-503,8286424,,,,,,
2017,NC,"Greensboro, High Point CoC",NC-504,1991106,,,,,,
2017,NC,Charlotte/Mecklenberg CoC,NC-505,3685454,,,,,,
2017,NC,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",NC-506,656683,,,,,,
2017,NC,Raleigh/Wake County CoC,NC-507,3247452,,,,,,
2017,NC,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",NC-509,779167,,,,,,
2017,NC,Fayetteville/Cumberland County CoC,NC-511,703508,,,,,,
2017,NC,Chapel Hill/Orange County CoC,NC-513,664478,,,,,,
2017,NC,Northwest North Carolina CoC,NC-516,273671,,,,,,
2017,ND,North Dakota Statewide CoC,ND-500,1761315,,,,,,
2017,NE,Nebraska Balance of State CoC,NE-500,1989734,,,,,,
2017,NE,"Omaha, Council Bluffs CoC",NE-501,4543501,,,,,,
2017,NE,Lincoln CoC,NE-502,2256141,,,,,,
2017,NH,New Hampshire Balance of State CoC,NH-500,3751496,,,,,,
2017,NH,Manchester CoC,NH-501,1479633,,,,,,
2017,NH,Nashua/Hillsborough County CoC,NH-502,1814588,,,,,,
2017,NJ,Atlantic City & County CoC,NJ-500,555007,,,,,,
2017,NJ,Bergen County CoC,NJ-501,4869363,,,,,,
2017,NJ,Burlington County CoC,NJ-502,511508,,,,,,
2017,NJ,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",NJ-503,3451535,,,,,,
2017,NJ,Newark/Essex County CoC,NJ-504,6035911,,,,,,
2017,NJ,"Jersey City, Bayonne/Hudson County CoC",NJ-506,6389936,,,,,,
2017,NJ,New Brunswick/Middlesex County CoC,NJ-507,3028900,,,,,,
2017,NJ,Monmouth County CoC,NJ-508,3381878,,,,,,
2017,NJ,Morris County CoC,NJ-509,1721613,,,,,,
2017,NJ,Lakewood Township/Ocean County CoC,NJ-510,574359,,,,,,
2017,NJ,Paterson/Passaic County CoC,NJ-511,4137117,,,,,,
2017,NJ,Salem County CoC,NJ-512,135510,,,,,,
2017,NJ,Somerset County CoC,NJ-513,412830,,,,,,
2017,NJ,Trenton/Mercer County CoC,NJ-514,3884113,,,,,,
2017,NJ,Elizabeth/Union County CoC,NJ-515,4114982,,,,,,
2017,NJ,"Warren, Sussex, Hunterdon Counties CoC   ",NJ-516,1174640,,,,,,
2017,NM,Albuquerque CoC,NM-500,5432713,,,,,,
2017,NM,New Mexico Balance of State CoC,NM-501,4978569,,,,,,
2017,NV,Las Vegas/Clark County CoC,NV-500,13204268,,,,,,
2017,NV,"Reno, Sparks/Washoe County CoC",NV-501,1654208,,,,,,
2017,NV,Nevada Balance of State CoC,NV-502,539475,,,,,,
2017,NY,"Rochester, Irondequoit, Greece/Monroe County CoC",NY-500,12080024,,,,,,
2017,NY,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC ",NY-501,1497301,,,,,,
2017,NY,Albany City & County CoC,NY-503,4935437,,,,,,
2017,NY,Cattaragus County CoC,NY-504,318746,,,,,,
2017,NY,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",NY-505,8475964,,,,,,
2017,NY,Schenectady City & County CoC,NY-507,3859980,,,,,,
2017,NY,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",NY-508,11655799,,,,,,
2017,NY,Ithaca/Tompkins County CoC,NY-510,209140,,,,,,
2017,NY,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",NY-511,1591655,,,,,,
2017,NY,Troy/Rensselaer County CoC,NY-512,3219814,,,,,,
2017,NY,"Wayne, Ontario, Seneca, Yates Counties CoC",NY-513,303702,,,,,,
2017,NY,"Jamestown, Dunkirk/Chautauqua County CoC",NY-514,201899,,,,,,
2017,NY,Clinton County CoC,NY-516,146634,,,,,,
2017,NY,"Utica, Rome/Oneida, Madison Counties CoC",NY-518,3200761,,,,,,
2017,NY,"Columbia, Greene Counties CoC",NY-519,450819,,,,,,
2017,NY,"Franklin, Essex Counties CoC",NY-520,80261,,,,,,
2017,NY,"Jefferson, Lewis, St. Lawrence Counties CoC",NY-522,1253146,,,,,,
2017,NY,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",NY-523,1529015,,,,,,
2017,NY,New York City CoC,NY-600,106684572,,,,,,
2017,NY,Poughkeepsie/Dutchess County CoC,NY-601,1297157,,,,,,
2017,NY,"Newburgh, Middletown/Orange County CoC",NY-602,2549566,,,,,,
2017,NY,"Nassau, Suffolk Counties CoC",NY-603,11808209,,,,,,
2017,NY,"Yonkers, Mount Vernon/Westchester County CoC",NY-604,17058955,,,,,,
2017,NY,Rockland County CoC,NY-606,803640,,,,,,
2017,NY,Sullivan County CoC,NY-607,303643,,,,,,
2017,NY,Kingston/Ulster County CoC,NY-608,1138244,,,,,,
2017,OH,Cincinnati/Hamilton County CoC,OH-500,16347894,,,,,,
2017,OH,Toledo/Lucas County CoC,OH-501,4143741,,,,,,
2017,OH,Cleveland/Cuyahoga County CoC,OH-502,27022106,,,,,,
2017,OH,Columbus/Franklin County CoC,OH-503,11469253,,,,,,
2017,OH,Youngstown/Mahoning County CoC,OH-504,1726847,,,,,,
2017,OH,"Dayton, Kettering/Montgomery County CoC",OH-505,9204284,,,,,,
2017,OH,"Akron, Barberton/Summit County CoC",OH-506,4575345,,,,,,
2017,OH,Ohio Balance of State CoC,OH-507,15821746,,,,,,
2017,OH,"Canton, Massillon, Alliance/Stark County CoC",OH-508,2942080,,,,,,
2017,OK,North Central Oklahoma CoC,OK-500,257918,,,,,,
2017,OK,Tulsa City & County CoC,OK-501,2589093,,,,,,
2017,OK,Oklahoma City CoC,OK-502,3558289,,,,,,
2017,OK,Oklahoma Balance of State CoC,OK-503,567890,,,,,,
2017,OK,Norman/Cleveland County CoC,OK-504,402933,,,,,,
2017,OK,Northeast Oklahoma CoC,OK-505,352044,,,,,,
2017,OK,Southwest Oklahoma Regional CoC,OK-506,117578,,,,,,
2017,OK,Southeastern Oklahoma Regional CoC,OK-507,116835,,,,,,
2017,OR,"Eugene, Springfield/Lane County CoC",OR-500,3363526,,,,,,
2017,OR,"Portland, Gresham/Multnomah County CoC",OR-501,22269997,,,,,,
2017,OR,"Medford, Ashland/Jackson County CoC",OR-502,244882,,,,,,
2017,OR,Central Oregon CoC,OR-503,596396,,,,,,
2017,OR,Oregon Balance of State CoC,OR-505,3065532,,,,,,
2017,OR,"Hillsboro, Beaverton/Washington County CoC",OR-506,3369507,,,,,,
2017,OR,Clackamas County CoC,OR-507,2353017,,,,,,
2017,PA,Philadelphia CoC,PA-500,32870833,,,,,,
2017,PA,Harrisburg/Dauphin County CoC,PA-501,1671218,,,,,,
